entry_time,exit_time,side,entry_price,exit_price,size,gross_pnl,fees,net_pnl,exit_reason,equity_after
2025-10-05 07:00:00+00:00,2025-10-05 09:00:00+00:00,SHORT,127766.64,126174.13759999997,0.012558850774730186,20.000000000000014,1.2756817325989382,18.724318267401078,TP,1018.724318267401
2025-10-06 17:00:00+00:00,2025-10-07 18:00:00+00:00,LONG,124976.08,123537.45374222944,0.007081229838291089,-10.187243182673964,0.7039125801418538,-10.891155762815817,SL,1007.8331625045852
2025-10-07 18:00:00+00:00,2025-10-08 17:00:00+00:00,SHORT,118836.76,120825.51619189994,0.005067655686551316,-10.07833162504588,0.48581035871828554,-10.564141983764166,SL,997.269020520821
2025-10-08 18:00:00+00:00,2025-10-09 08:00:00+00:00,LONG,127212.17,122495.48535894958,0.0021143432228675025,-9.972690205208199,0.21118707552253163,-10.18387728073073,SL,987.0851432400902
2025-10-09 09:00:00+00:00,2025-10-09 10:00:00+00:00,SHORT,117720.48,120419.719546347,0.003656900865193512,-9.870851432400896,0.34834204070335684,-10.219193473104252,SL,976.865949766986
2025-10-09 10:00:00+00:00,2025-10-10 09:00:00+00:00,LONG,127208.56,122731.6430598326,0.002182005971570378,-9.768659497669853,0.21814840624482704,-9.98680790391468,SL,966.8791418630713
2025-10-12 15:00:00+00:00,2025-10-12 17:00:00+00:00,LONG,116604.28,113705.52163488453,0.0033354940980896697,-9.668791418630713,0.30727879363414395,-9.976070212264856,SL,956.9030716508064
2025-10-12 19:00:00+00:00,2025-10-13 10:00:00+00:00,SHORT,108511.54,111424.45826303333,0.0032850323464083185,-9.569030716508049,0.28899874737346726,-9.858029463881516,SL,947.0450421869249
2025-10-13 10:00:00+00:00,2025-10-13 21:00:00+00:00,LONG,119465.46,116618.38310624252,0.003326376763000044,-9.470450421869261,0.3141215239313413,-9.784571945800602,SL,937.2604702411243
2025-10-15 11:00:00+00:00,2025-10-15 14:00:00+00:00,SHORT,116677.03,114844.14846177796,0.010227179997135004,18.74520940482243,0.9471235061109677,17.798085898711463,TP,955.0585561398357
2025-10-16 23:00:00+00:00,2025-10-17 06:00:00+00:00,LONG,113534.62,110582.25401585287,0.0032348921552005157,-9.55058556139838,0.2899975670407779,-9.840583128439159,SL,945.2179730113966
2025-10-17 06:00:00+00:00,2025-10-17 21:00:00+00:00,SHORT,107093.42,110320.31473014838,0.0029291875070493263,-9.45217973011396,0.2547382382529948,-9.706917968366955,SL,935.5110550430296
2025-10-17 23:00:00+00:00,2025-10-19 13:00:00+00:00,LONG,112058.17,109918.98005428392,0.00437320237464875,-9.355110550430275,0.38830039989406256,-9.743410950324337,SL,925.7676440927053
2025-10-19 13:00:00+00:00,2025-10-19 16:00:00+00:00,SHORT,108511.54,109912.37008556364,0.006608707605820799,-9.257676440927082,0.5773999023502331,-9.835076343277315,SL,915.9325677494279
2025-10-19 18:00:00+00:00,2025-10-19 23:00:00+00:00,LONG,113813.68,111807.25348806691,0.004564994343435877,-9.159325677494293,0.4119833140534991,-9.571308991547792,SL,906.3612587578801
2025-10-20 04:00:00+00:00,2025-10-20 09:00:00+00:00,SHORT,111581.2,112680.5212802032,0.008244734956739315,-9.063612587578794,0.7395913811589682,-9.803203968737762,SL,896.5580547891424
2025-10-20 11:00:00+00:00,2025-10-21 04:00:00+00:00,LONG,115767.1,112840.37376935313,0.0030633478642482417,-8.965580547891415,0.28012168660901354,-9.24570223450043,SL,887.312352554642
2025-10-21 04:00:00+00:00,2025-10-21 21:00:00+00:00,SHORT,111860.26,109047.24157634715,0.0063086138725136605,17.74624705109284,0.5574480515947507,17.18879899949809,TP,904.50115155414
2025-10-23 15:00:00+00:00,2025-10-24 10:00:00+00:00,LONG,114371.8,111105.93294832027,0.002769559009111933,-9.045011515541418,0.24978955465646202,-9.294801070197881,SL,895.2063504839422
2025-10-24 14:00:00+00:00,2025-10-25 00:00:00+00:00,SHORT,111047.0,105888.35492190543,0.003470703399562436,17.904127009678867,0.30116730952509635,17.60295970015377,TP,912.8093101840959
2025-10-25 16:00:00+00:00,2025-10-25 19:00:00+00:00,LONG,116971.0,114228.46803195529,0.0033283451964094372,-9.128093101840943,0.30780465553463027,-9.435897757375573,SL,903.3734124267204
2025-10-28 06:00:00+00:00,2025-10-28 12:00:00+00:00,SHORT,115488.04,112562.69318343308,0.006176179913511166,18.067468248534436,0.5633929430196055,17.50407530551483,TP,920.8774877322352
2025-10-29 12:00:00+00:00,2025-10-29 15:00:00+00:00,LONG,117720.52,115930.70904200028,0.005145110345962998,-9.208774877322332,0.4808645423563863,-9.689639419678718,SL,911.1878483125564
2025-10-29 18:00:00+00:00,2025-10-30 06:00:00+00:00,SHORT,110604.0,112752.50994022292,0.004241022260376484,-9.11187848312557,0.37890397226259476,-9.490782455388166,SL,901.6970658571682
2025-10-30 06:00:00+00:00,2025-10-30 07:00:00+00:00,LONG,116400.0,113184.00886831558,0.002803792140387189,-9.016970658571687,0.25748233584942637,-9.274452994421113,SL,892.4226128627471
2025-10-30 07:00:00+00:00,2025-10-30 08:00:00+00:00,SHORT,111023.08,115002.5943141265,0.0022425415325051626,-8.924226128627472,0.2027487848247656,-9.126974913452237,SL,883.2956379492948
2025-10-30 16:00:00+00:00,2025-10-30 20:00:00+00:00,LONG,113010.47,110650.14617922532,0.003742264642566666,-8.83295637949293,0.33479888634487565,-9.167755265837807,SL,874.127882683457
2025-10-30 20:00:00+00:00,2025-11-01 05:00:00+00:00,SHORT,107674.36,110431.27685264485,0.003170671911432011,-8.741278826834565,0.2766165665974686,-9.017895393432033,SL,865.109987290025
2025-11-02 15:00:00+00:00,2025-11-02 16:00:00+00:00,SHORT,108225.0,104016.00123699517,0.004110763799191127,17.30219974580048,0.34898904983564766,16.95321069596483,TP,882.0631979859897
2025-11-05 17:00:00+00:00,2025-11-06 02:00:00+00:00,LONG,108387.8,106283.78316550056,0.004192282036544807,-8.820631979859893,0.3599855287445451,-9.180617508604438,SL,872.8825804773853
2025-11-07 02:00:00+00:00,2025-11-07 11:00:00+00:00,SHORT,100786.0,102574.16398643663,0.004881445924972605,-8.728825804773855,0.3970766575173408,-9.125902462291196,SL,863.7566780150942
2025-11-08 02:00:00+00:00,2025-11-08 11:00:00+00:00,LONG,104999.96,103370.85866117488,0.005302043877994819,-8.637566780150946,0.4419164893741005,-9.079483269525047,SL,854.6771947455691
2025-11-08 12:00:00+00:00,2025-11-08 14:00:00+00:00,SHORT,100074.6,101521.42842374122,0.005907246365367475,-8.546771947455648,0.4763509624714654,-9.023122909927114,SL,845.654071835642
2025-11-09 12:00:00+00:00,2025-11-09 16:00:00+00:00,LONG,105934.51,103541.97477752765,0.0035345522351883213,-8.45654071835642,0.2961622309959211,-8.752702949352342,SL,836.9013688862896
2025-11-09 18:00:00+00:00,2025-11-10 06:00:00+00:00,SHORT,98731.32,101015.20172292097,0.0036643813928154646,-8.369013688862916,0.29277897499243266,-8.661792663855348,SL,828.2395762224343
2025-11-10 06:00:00+00:00,2025-11-10 07:00:00+00:00,LONG,107116.25,104172.64631346376,0.002813692549750238,-8.282395762224354,0.2378007973608574,-8.520196559585212,SL,819.7193796628491
2025-11-12 02:00:00+00:00,2025-11-12 15:00:00+00:00,SHORT,103250.67,106449.99297504725,0.00256216513948781,-8.1971937966285,0.21491509136085926,-8.41210888798936,SL,811.3072707748597
