entry_time,exit_time,side,entry_price,exit_price,size,gross_pnl,fees,net_pnl,exit_reason,equity_after
2025-10-05 07:00:00+00:00,2025-10-05 09:00:00+00:00,SHORT,127766.64,127599.204,0.017917293771948523,3.0,1.8301859385078312,1.1698140614921688,TP1,1001.1698140614922
2025-10-05 07:00:00+00:00,2025-10-05 09:00:00+00:00,SHORT,127766.64,127431.768,0.017917293771948523,6.0,1.828985938507831,4.171014061492169,TP2,1005.3408281229844
2025-10-05 07:00:00+00:00,2025-10-05 09:00:00+00:00,SHORT,127766.64,127264.332,0.0238897250292647,12.0,2.437047918010442,9.562952081989557,TP3,1014.9037802049739
2025-10-06 17:00:00+00:00,2025-10-07 18:00:00+00:00,LONG,124976.08,123542.30097863892,0.007078523015642459,-10.149037802049769,0.7036572318269988,-10.852695033876767,SL,1004.0510851710972
2025-10-07 18:00:00+00:00,2025-10-08 17:00:00+00:00,SHORT,118836.76,120825.38073643448,0.005048982275882926,-10.040510851710984,0.4840199603113669,-10.52453081202235,SL,993.5265543590748
2025-10-08 18:00:00+00:00,2025-10-09 08:00:00+00:00,LONG,127212.17,122495.48972658893,0.002106410646402716,-9.935265543590747,0.21039474917455747,-10.145660292765305,SL,983.3808940663095
2025-10-09 09:00:00+00:00,2025-10-09 10:00:00+00:00,SHORT,117720.48,120419.71903580888,0.003643178247722757,-9.833808940663092,0.34703487721425075,-10.180843817877342,SL,973.2000502484321
2025-10-09 10:00:00+00:00,2025-10-10 09:00:00+00:00,LONG,127208.56,122731.64350229896,0.0021738177398398753,-9.732000502484318,0.21732977930899444,-9.949330281793312,SL,963.2507199666388
2025-10-12 15:00:00+00:00,2025-10-12 17:00:00+00:00,LONG,116604.28,113705.52163489177,0.003322976939234043,-9.632507199666405,0.3061256638849249,-9.93863286355133,SL,953.3120871030875
2025-10-12 19:00:00+00:00,2025-10-13 10:00:00+00:00,SHORT,108511.54,111424.45826302924,0.003272704556123394,-9.533120871030865,0.2879142174283851,-9.82103508845925,SL,943.4910520146283
2025-10-13 10:00:00+00:00,2025-10-13 21:00:00+00:00,LONG,119465.46,116618.383106243,0.0033138938188971624,-9.434910520146289,0.31294271536450646,-9.747853235510796,SL,933.7431987791175
2025-10-15 11:00:00+00:00,2025-10-15 14:00:00+00:00,SHORT,116677.03,115760.58923088897,0.0030566400914863777,2.8012295963373686,0.2841912582843122,2.5170383380530565,TP1,936.2602371171706
2025-10-15 11:00:00+00:00,2025-10-15 14:00:00+00:00,SHORT,116677.03,114844.14846177796,0.0030566400914863777,5.602459192674693,0.2830707664457772,5.319388426228915,TP2,941.5796255433995
2025-10-15 11:00:00+00:00,2025-10-15 14:00:00+00:00,SHORT,116677.03,113927.70769266694,0.004075520121981837,11.204918385349414,0.375933699476323,10.82898468587309,TP3,952.4086102292727
2025-10-16 23:00:00+00:00,2025-10-17 06:00:00+00:00,LONG,113534.62,110582.25401585287,0.003225916486449446,-9.524086102292749,0.2891929275117013,-9.81327902980445,SL,942.5953311994682
2025-10-17 06:00:00+00:00,2025-10-17 17:00:00+00:00,SHORT,107093.42,103866.52526985161,0.0008763180178079032,2.827785993598402,0.07394720043029604,2.7538387931681063,TP1,945.3491699926363
2025-10-17 06:00:00+00:00,2025-10-17 21:00:00+00:00,SHORT,107093.42,107093.42,0.002044742041551774,0.0,0.17518273459804928,-0.17518273459804928,SL,945.1739872580383
2025-10-17 23:00:00+00:00,2025-10-19 13:00:00+00:00,LONG,112058.17,109918.98005428392,0.004418373362079574,-9.451739872580362,0.39231117071607546,-9.844051043296437,SL,935.3299362147419
2025-10-19 13:00:00+00:00,2025-10-19 16:00:00+00:00,SHORT,108511.54,109912.37008556364,0.006676969218849971,-9.353299362147448,0.5833638897208648,-9.936663251868312,SL,925.3932729628735
2025-10-19 18:00:00+00:00,2025-10-19 23:00:00+00:00,LONG,113813.68,111807.25348806691,0.004612146358010938,-9.25393272962875,0.41623870667120627,-9.670171436299956,SL,915.7231015265736
2025-10-20 04:00:00+00:00,2025-10-20 06:00:00+00:00,SHORT,111581.2,110481.87871979679,0.0024989685490959582,2.7471693045797188,0.2219714598544769,2.5251978447252417,TP1,918.2482993712988
2025-10-20 04:00:00+00:00,2025-10-20 09:00:00+00:00,SHORT,111581.2,111581.2,0.005830926614557235,0.0,0.520497431011387,-0.520497431011387,SL,917.7278019402875
2025-10-20 11:00:00+00:00,2025-10-21 04:00:00+00:00,LONG,115767.1,112840.37376935313,0.003135680380113472,-9.177278019402866,0.28673598809834633,-9.464014007501213,SL,908.2637879327863
2025-10-21 04:00:00+00:00,2025-10-21 10:00:00+00:00,SHORT,111860.26,110453.75078817358,0.0019372723199303343,2.7247913637983445,0.17227311177304896,2.5525182520252954,TP1,910.8163061848115
2025-10-21 04:00:00+00:00,2025-10-21 21:00:00+00:00,SHORT,111860.26,109047.24157634715,0.0019372723199303343,5.449582727596717,0.1711831952275296,5.278399532369187,TP2,916.0947057171808
2025-10-21 04:00:00+00:00,2025-10-21 21:00:00+00:00,SHORT,111860.26,107640.73236452072,0.0025830297599071126,10.899165455193454,0.22679103824268038,10.672374416950774,TP3,926.7670801341316
2025-10-23 15:00:00+00:00,2025-10-24 10:00:00+00:00,LONG,114371.8,111105.93294832027,0.0028377367035117697,-9.267670801341335,0.25593857544482945,-9.523609376786165,SL,917.2434707573454
